timestamp,id,price,market_cap,volume_24h,price_change_24h
2026-06-18T15:50:09.706181,ethereum,1700.41,205285506073.1533,13113986987.90011,-1.7151261239027524
2026-06-18T15:55:10.283190,bitcoin,62911,1260240199738.4033,31592760645.3256,-1.8602298483286646
2026-06-18T15:55:10.284787,ethereum,1704.14,205259140972.96875,12903144106.767513,-1.4994538103446884
2026-06-18T16:00:10.907249,bitcoin,62911,1260939503640.9346,30869675537.70524,-1.9789525852237426
2026-06-18T16:00:10.908679,ethereum,1704.39,205682660949.9703,12868320352.477497,-1.6330324512884533
2026-06-18T16:05:11.525589,bitcoin,63072,1263987188253.6296,31336681784.453785,-1.7281567355935192
2026-06-18T16:05:11.527338,ethereum,1710.24,206241290455.04788,12983126821.019535,-1.2953921093486862
2026-06-18T16:10:12.055056,bitcoin,63060,1264536703219.6792,31498099602.946957,-1.9348062491854354
2026-06-18T16:10:12.055976,ethereum,1709.82,206365336894.4234,12917852703.649017,-1.7157282476964242
2026-06-18T16:15:12.672218,bitcoin,63059,1264536703219.6792,30723795599.09608,-1.8384073178943088
2026-06-18T16:15:12.673786,ethereum,1709.15,206365336894.4234,12529746037.200365,-1.6950162984352646
2026-06-18T16:20:13.302681,bitcoin,63072,1264124671140.5364,31441249493.711044,-1.8027212301959847
2026-06-18T16:20:13.304353,ethereum,1708.37,206135184114.38803,13006640433.747885,-1.7440873311318734
2026-06-18T16:25:13.942210,bitcoin,63059,1264164353216.9832,30508595823.345985,-1.931121111457093
2026-06-18T16:25:13.944082,ethereum,1711.75,206502848911.2384,12527585507.443686,-1.553814730515422
2026-06-18T16:30:14.555234,bitcoin,63073,1263950591795.8599,31744756788.261097,-1.9223255493329583
2026-06-18T16:30:14.557299,ethereum,1712.05,206618568588.2254,12541814089.206324,-1.4995834499832994
2026-06-18T16:35:15.083757,bitcoin,63067,1263699195966.6704,30874863052.719784,-2.0186380440671208
2026-06-18T16:35:15.084867,ethereum,1712.61,206506895918.34164,12992813034.389532,-1.6205709027901571
2026-06-18T16:40:15.720616,bitcoin,63055,1263931877529.6907,31082553534.775204,-2.095185611346826
2026-06-18T16:40:15.721896,ethereum,1710.92,206496622186.30356,13026443027.714417,-1.7925312717313384
2026-06-18T16:45:16.284429,bitcoin,63073,1264571318666.4053,31703505963.09235,-1.7847248977461336
2026-06-18T16:45:16.285322,ethereum,1711.6,206615948400.6371,13170424759.34109,-1.4255967115034212
2026-06-18T16:50:16.929851,bitcoin,63025,1264090998736.702,31802965628.263577,-1.891653329948862
2026-06-18T16:50:16.931368,ethereum,1710.33,206499213732.15433,12530260714.66166,-1.6173692505568291
2026-06-18T16:55:17.596789,bitcoin,63041,1262848784163.6638,31263080386.490192,-1.8681693868731715
2026-06-18T16:55:17.597472,ethereum,1709.5,206307581496.10413,12355871918.267849,-1.6992381386495736
2026-06-18T17:00:18.380404,bitcoin,63027,1263612417044.7664,31063210194.274227,-1.9510008112166366
2026-06-18T17:00:18.382465,ethereum,1708.86,206258929831.69357,12320941279.776546,-1.9982592302394977
2026-06-18T17:05:19.030737,bitcoin,63029,1263527017409.402,31010152247.79605,-1.9480428919886827
2026-06-18T17:05:19.032234,ethereum,1709.42,206316493522.24503,12287209107.11338,-1.965819763273829
2026-06-18T17:10:19.690569,bitcoin,63042,1263364030032.1658,31435116007.11094,-1.9425120299293668
2026-06-18T17:10:19.692324,ethereum,1708.74,206252647992.49182,12734223575.324715,-1.9419467727635267
2026-06-18T17:15:20.297549,bitcoin,62892,1263364030032.1658,31770702504.000164,-2.1758310851368896
2026-06-18T17:15:20.299283,ethereum,1702.64,206252647992.49182,12933129669.44214,-2.292020868927469
2026-06-18T17:20:20.865777,bitcoin,62941,1261849612616.425,31521339493.92858,-2.0232736091391383
2026-06-18T17:20:20.866610,ethereum,1703.7,205668044870.3021,12432620045.205427,-2.1804242318657927
2026-06-18T17:25:21.533379,bitcoin,62958,1261988473727.5928,30766317134.865784,-2.0977051255013532
2026-06-18T17:25:21.535017,ethereum,1703.39,205607529118.69318,12450097326.9329,-2.296754637300533
2026-06-18T17:30:22.100048,bitcoin,62895,1261166691809.6892,31509830256.923367,-2.079019040824327
2026-06-18T17:30:22.101277,ethereum,1703.98,205492106522.95093,13093636893.266872,-2.2017230785997137
2026-06-18T17:35:22.648383,bitcoin,62915,1260676355467.729,31415621387.60407,-2.0867309057450214
2026-06-18T17:35:22.649372,ethereum,1706.96,205654443244.53647,12930184690.180376,-2.040044921026849
2026-06-18T17:40:23.246095,bitcoin,62856,1259998031831.4004,31652570914.53988,-2.286259616542822
2026-06-18T17:40:23.248083,ethereum,1705.41,205827482937.2186,13617328192.117393,-2.2003378701953733
2026-06-18T17:45:23.909530,bitcoin,62850,1259567244061.0676,30708066308.181606,-2.065500892166653
2026-06-18T17:45:23.911411,ethereum,1704.45,205689976982.93832,12320348653.28475,-2.0041699575410012
2026-06-18T17:50:24.550364,bitcoin,62870,1259934171067.963,31131684376.86849,-2.07832252449165
2026-06-18T17:50:24.552385,ethereum,1705.38,205762281571.5606,12469695358.806604,-1.8322419986821687
2026-06-18T17:55:25.195916,bitcoin,62840,1260205891519.6758,30658992895.94347,-2.098175708101602
2026-06-18T17:55:25.197158,ethereum,1704.16,205799861512.7192,12918691293.086323,-1.8653336622084455
2026-06-18T18:00:25.839567,bitcoin,62921,1261232536575.8564,31584575583.266556,-1.971277860897701
2026-06-18T18:00:25.840463,ethereum,1707.48,206065313977.96735,12924769889.120642,-1.6740034136554744
2026-06-18T18:05:26.439231,bitcoin,62887,1261134259913.2249,31404771395.144985,-1.6557682247695882
2026-06-18T18:05:26.440860,ethereum,1705.92,205950832381.31497,13038253859.237955,-1.3167770499131903
2026-06-18T18:10:27.036517,bitcoin,62863,1260212195630.2441,30194721392.99418,-1.9784758664127675
2026-06-18T18:10:27.038100,ethereum,1705.11,205748497139.8798,12190703522.443476,-1.6750717761750862
2026-06-21T16:52:59.333655,bitcoin,63678,1276951938720.6096,15254076661.655918,-0.25801412220042197
2026-06-21T16:52:59.339543,ethereum,1717.26,207471754010.36755,8358095168.446207,-0.6376093830335353
2026-06-21T16:58:00.111313,bitcoin,63758,1276864845181.88,15291842791.949467,-0.14048538483417902
2026-06-21T16:58:00.112963,ethereum,1718.86,207225611025.09546,8300952906.378747,-0.5803398664798547
2026-06-21T17:03:00.672865,bitcoin,63772,1278497489810.4004,14729222041.869219,-0.15187124344883182
2026-06-21T17:03:00.675925,ethereum,1719.27,207503652878.72098,8306405521.86478,-0.5848176997099753
2026-06-21T17:08:01.363067,bitcoin,63742,1278098189844.3552,14314040084.246782,-0.18889093376992966
2026-06-21T17:08:01.369773,ethereum,1719.21,207562617860.28198,8264916806.852849,-0.5791503626213822
2026-06-21T17:13:02.015638,bitcoin,63514,1276612188705.9124,15502965457.43338,-0.6525353244939269
2026-06-21T17:13:02.017050,ethereum,1706.28,207136544749.3466,9675648067.822084,-1.53508699912308
2026-06-21T17:18:02.704453,bitcoin,63598,1276612188705.9124,15531695270.318521,-0.4679931773331644
2026-06-21T17:18:02.706539,ethereum,1709.33,207136544749.3466,8426519494.844743,-1.3652815496002775
2026-06-21T17:23:03.368958,bitcoin,63600,1274066762377.5046,15941421947.643177,-0.4248055488831581
2026-06-21T17:23:03.373041,ethereum,1709.51,206019887249.9503,9776260726.204865,-1.3117505447905904
2026-06-21T17:28:04.036685,bitcoin,63602,1275404969229.8718,15952015577.205206,-0.41100878449975364
2026-06-21T17:28:04.043892,ethereum,1711.62,206568854119.43127,9000190791.474817,-1.134025633543615
2026-06-21T17:33:04.721981,bitcoin,63681,1275904256979.2114,16142187172.085833,-0.28509751039903153
2026-06-21T17:33:04.725494,ethereum,1714.95,206783386530.52148,9253610244.992048,-0.941584005157851
2026-06-21T17:38:05.356366,bitcoin,63707,1276799814065.1167,13791462524.602272,-0.2702269594406427
2026-06-21T17:38:05.358086,ethereum,1715.08,206949533566.1187,9271992234.88171,-0.9692985851392416
2026-06-21T17:43:06.219064,bitcoin,63857,1277894987780.361,16286536558.374561,-0.1328590192175937
2026-06-21T17:43:06.223661,ethereum,1718.81,207125202083.71542,9868239092.331177,-0.8770771355117761
2026-06-21T17:48:06.916234,bitcoin,63786,1279346805478.7686,16272715755.740875,-0.2722477980611222
2026-06-21T17:48:06.919665,ethereum,1718.1,207363382657.63907,9829357012.072338,-0.9341359229010894
2026-06-21T17:53:07.649534,bitcoin,63767,1278845102361.7146,15601920912.715725,-0.27957082746124684
2026-06-21T17:53:07.655383,ethereum,1717.65,207389675821.87704,8714376233.729,-0.9195701107289957
